system_id,word,ner
7,家樂福西屯店,ORG
7,台糖,ORG
7,年月,DATE
7,家樂福,ORG
7,家樂福西屯店,ORG
7,加湯,PERSON
7,湯歐,PERSON
7,四,CARDINAL
7,四,CARDINAL
7,牛奶鍋牛肉,PRODUCT
7,台中,GPE
7,南洋,GPE
7,今天,DATE
7,南洋,LOC
7,南洋,LOC
7,四,CARDINAL
7,南洋,LOC
7,日式,NORP
7,日式,NORP
7,日式,NORP
7,第次,ORDINAL
7,日式,NORP
7,日式,NORP
7,家樂福,ORG
7,兩,CARDINAL
8,台北,LOC
8,曼谷,GPE
8,台灣人,NORP
8,漢來海港餐廳,ORG
8,台北,GPE
8,高雄,GPE
8,卜蜂,ORG
8,漢來,ORG
8,曼谷市,GPE
8,喵南,PERSON
8,台灣人,NORP
8,半,CARDINAL
8,喵南,PERSON
8,三,ORDINAL
8,日式,NORP
8,喵南,PERSON
8,六,CARDINAL
8,喵南,PERSON
8,日式,NORP
8,港式,NORP
8,泰式,GPE
8,泰式,NORP
8,泰式,GPE
8,西式,GPE
8,西式,GPE
8,湯陽春麵,PRODUCT
8,泰式,NORP
8,泰式,NORP
8,南超,ORG
8,兩小時,TIME
8,喵南,PERSON
8,莫凡,PERSON
8,十,CARDINAL
8,曼谷,GPE
8,喵南,PERSON
8,曼谷,GPE
9,中式,NORP
9,大台北地區,LOC
9,新台幣元,MONEY
9,德立莊,ORG
9,陽春版,PRODUCT
9,中式,GPE
9,日式,NORP
9,台北,GPE
10,麻辣鍋德安店,ORG
10,台南市,GPE
10,中華東路三段號,LOC
10,去年,DATE
10,台南,GPE
10,台南,GPE
10,台南人,NORP
10,湖美旗艦店,FAC
10,德安百貨樓,FAC
10,兩,CARDINAL
10,兩,CARDINAL
10,雞白湯,PERSON
10,五花,CARDINAL
10,櫻桃鴨,PERSON
10,今天,DATE
10,海鮮區,LOC
10,半,CARDINAL
10,蓮費南雪,PERSON
10,泰國,GPE
10,冰淇淋,PRODUCT
10,當天,DATE
10,麻辣鍋德安店,ORG
10,台南市,GPE
10,中華東路三段號,LOC
11,漢來海港,FAC
11,饗食天堂,FAC
11,漢來海港,FAC
11,英文字,LANGUAGE
11,漢來海港,FAC
11,四,CARDINAL
11,佐椒麻醬,PRODUCT
11,海鮮區,LOC
11,沙拉區,GPE
11,紅酒醋白酒醋,PRODUCT
11,義大利,GPE
11,哥倫比亞,GPE
11,二,CARDINAL
11,海鮮區,LOC
11,三點,TIME
11,蒲燒鯛魚,PRODUCT
11,日式,GPE
11,三,CARDINAL
11,亞洲,LOC
11,亞洲,LOC
11,▼雲耳冬菜,PRODUCT
11,蘇黎,GPE
11,▼泰北,PRODUCT
11,南洋薑黃田,PRODUCT
11,德國,NORP
11,墨西哥,GPE
11,澳洲,GPE
11,義大利,GPE
11,披薩區,LOC
11,中式,NORP
11,士林,GPE
11,四,CARDINAL
11,兩,CARDINAL
11,法國,GPE
11,瑪德蓮,PERSON
11,法式,NORP
11,法式,NORP
11,巧克力塔香蕉,PRODUCT
11,四,CARDINAL
11,晚上,TIME
11,台北市,GPE
11,大安區敦化南路,LOC
11,週五週末,DATE
11,週五週末,DATE
11,週五,DATE
12,台北市,GPE
12,新台幣元,MONEY
12,晚上點,TIME
12,星期天,DATE
12,九斤,QUANTITY
13,馬辣復興店,ORG
13,台北市,GPE
13,大安區復興南路,LOC
13,忠孝,GPE
13,復興站,FAC
13,周六日,DATE
13,馬辣,PRODUCT
13,冬季,DATE
13,某個星期六晚上,TIME
13,禮拜六,DATE
13,兩,CARDINAL
13,錢寶貝,PERSON
13,晚上十點多,TIME
13,馬辣復興店,FAC
13,新馬辣,ORG
13,大台北地區,LOC
13,桃園,GPE
13,台南,GPE
13,馬辣,PERSON
13,台北市,GPE
13,中國風,GPE
13,阿根廷,GPE
13,澎湖,GPE
13,美國,GPE
13,澳洲,GPE
13,兩,CARDINAL
13,馬辣,PERSON
13,台北市,GPE
13,信義店南京店復興店中山店,FAC
13,兩,CARDINAL
13,今天,DATE
13,馬辣復興店,FAC
13,台灣,GPE
13,唐寧,PERSON
13,基隆,GPE
13,三,CARDINAL
13,四,CARDINAL
13,十點,TIME
13,毛,PERSON
13,毛,PERSON
13,唐朝,DATE
13,清明,DATE
13,快十點半,TIME
13,今天,DATE
13,店員會,ORG
13,二,ORDINAL
13,東北,LOC
13,牛紐西蘭,GPE
13,美國,GPE
13,五,CARDINAL
13,美國,NORP
13,安格斯黑牛,PERSON
13,美國,NORP
13,美國,GPE
13,五花,CARDINAL
13,澳洲,GPE
13,軒第眼,PERSON
13,雪碧,PERSON
13,唐寧,PERSON
13,四,CARDINAL
13,雪碧沙士,PRODUCT
13,台灣,GPE
13,三,CARDINAL
13,安格斯黑牛咖哩,PERSON
13,今天,DATE
13,中式,GPE
13,泰國,GPE
13,印尼,GPE
13,韓國,GPE
13,翁乾麵,PERSON
13,今天,DATE
13,莫凡,PERSON
13,哈根,PERSON
13,莫凡彼,ORG
13,義大利,GPE
13,澳洲,NORP
13,美國,GPE
13,美國,GPE
13,牛梅花,PERSON
13,美國,GPE
13,美國,NORP
13,百,CARDINAL
13,三,CARDINAL
13,北海,GPE
13,蘇澳,GPE
13,三,CARDINAL
13,貝黑海,LOC
13,東石,GPE
13,紐西蘭,GPE
13,莫凡彼義大利,NORP
13,三,CARDINAL
13,今天,DATE
14,旭集,PERSON
14,例年月,DATE
14,台北市,GPE
14,信義區松仁路,LOC
14,旭集,PERSON
14,當天,DATE
14,這天,DATE
14,旭集,PERSON
14,旭集,PERSON
14,日式,NORP
14,西式,GPE
14,旭集,PERSON
14,冰淇淋,PRODUCT
14,哈根達斯,ORG
14,莫凡彼,ORG
14,冰淇淋,PRODUCT
14,兩,CARDINAL
14,這天,DATE
14,這天,DATE
14,牛舌,WORK_OF_ART
14,西式,GPE
14,旭集,PERSON
14,下午,TIME
15,韓式,NORP
15,高雄市左營區,GPE
15,博愛二路,LOC
15,三號,CARDINAL
15,三分鐘,TIME
15,中午元,MONEY
15,韓國,NORP
15,凹子底,LOC
15,韓國,NORP
15,韓國,NORP
15,第二,ORDINAL
15,第二,ORDINAL
15,四百塊,MONEY
16,台北市,GPE
16,中正區開封街,LOC
17,馬辣信義店,FAC
17,台北市,GPE
17,信義區,GPE
17,松壽路,LOC
17,信義威秀影城,FAC
17,周六日,DATE
17,這天,DATE
17,信義店,FAC
17,白天,TIME
17,下午點,TIME
17,中國,GPE
17,清明,DATE
17,中國式,GPE
17,拔拔,GPE
17,新馬辣,ORG
17,大台北地區,LOC
17,桃園,GPE
17,台南,GPE
17,馬辣,PERSON
17,台北市,GPE
17,中國風,GPE
17,阿根廷,GPE
17,澎湖,GPE
17,美國,GPE
17,澳洲,GPE
17,兩,CARDINAL
17,馬辣,PERSON
17,台北市,GPE
17,信義店南京店復興店中山店,FAC
17,兩,CARDINAL
17,今天,DATE
17,馬辣信義店,FAC
17,兩,CARDINAL
17,牛紐西蘭,GPE
17,美國,GPE
17,五,CARDINAL
17,美國,NORP
17,安格斯黑牛,PERSON
17,美國,NORP
17,美國,GPE
17,五花,CARDINAL
17,澳洲,GPE
17,澳洲,NORP
17,美國,GPE
17,紐西蘭,GPE
17,美國,NORP
17,安格斯,PERSON
17,美國,GPE
17,牛梅花,PERSON
17,澳洲,GPE
17,軒,PERSON
17,阿根廷,GPE
17,澳洲,GPE
17,八,CARDINAL
17,牛百,CARDINAL
17,第三,ORDINAL
17,三,CARDINAL
17,紐西蘭,GPE
17,帆立貝貴妃鮑角,PERSON
17,北海,GPE
17,三,CARDINAL
17,義大利,GPE
17,法國,GPE
17,法國,GPE
17,可樂沙士,PRODUCT
17,雪碧,PERSON
17,台灣,GPE
17,唐寧,PERSON
17,中式,GPE
17,泰國,GPE
17,印尼,GPE
17,韓國,GPE
17,翁乾麵,PERSON
17,安格斯黑牛咖哩,PERSON
17,安格斯黑牛咖哩,PERSON
17,今天,DATE
17,莫凡,PERSON
17,哈根,PERSON
17,中國風,GPE
17,信義店,FAC
18,蜀山饌,PRODUCT
18,苗栗縣公館鄉玉泉村,GPE
18,上午,TIME
18,下午,TIME
18,四川,GPE
18,苗栗公館,FAC
18,蜀山饌,PERSON
18,四川,NORP
18,兩,CARDINAL
18,三,CARDINAL
18,兩,CARDINAL
18,四,CARDINAL
18,重慶,GPE
18,四,CARDINAL
18,五,CARDINAL
18,兩,CARDINAL
18,重慶,GPE
18,巴蜀,GPE
18,巴蜀,PERSON
18,重慶,GPE
18,兩,CARDINAL
18,美國,GPE
18,四川重慶,GPE
18,苗栗公館,FAC
18,蜀山饌,PERSON
18,苗栗,GPE
18,苗栗公館鄉,GPE
18,蜀山,LOC
18,四川,NORP
18,四川,GPE
19,台北市,GPE
19,中山區,GPE
19,爭鮮,ORG
19,爭鮮公司,ORG
19,莫約,PERSON
19,幾百,CARDINAL
19,壽司郎,PERSON
19,藏壽司,PERSON
19,台北,GPE
19,兩,CARDINAL
19,林森北路,FAC
19,南港,GPE
19,林森店,ORG
19,半夜,TIME
19,爭鮮,ORG
19,兩貫元,MONEY
19,爭鮮,ORG
19,兩個月,DATE
19,蜜桃,PERSON
19,三,CARDINAL
19,爭鮮公司,ORG
19,爭鮮,ORG
19,爭鮮,ORG
19,三,CARDINAL
19,阿根廷,GPE
19,高麗,GPE
19,爭鮮,ORG
19,爭鮮,ORG
19,兩,CARDINAL
19,蒜香蛤蜊烏龍麵,PRODUCT
19,半夜點,TIME
19,藏壽司,ORG
19,台北旗艦店,FAC
19,台北,GPE
19,台灣,GPE
19,台北旗艦店,FAC
19,西門店,ORG
19,藏壽司,PERSON
19,壽司郎,PERSON
19,永和比漾百貨,FAC
19,藏壽司,ORG
19,藏壽司,ORG
19,台南,GPE
19,日式,NORP
19,半夜,TIME
20,介紹,ORG
20,公益路,FAC
20,南屯,GPE
20,台中市,GPE
20,公益路二段號,LOC
20,台中公益路餐廳,FAC
20,忠孝夜市,FAC
20,晚上,TIME
20,晚上,TIME
20,黎明路,LOC
20,忠孝,GPE
20,公益路,FAC
20,南洋,LOC
20,沙拉吧,PRODUCT
20,四,CARDINAL
20,川味麻辣鍋元/飲料冰淇淋魯肉飯,PRODUCT
20,三,CARDINAL
20,四,CARDINAL
20,三,CARDINAL
20,忠孝夜市,FAC
20,公益路,FAC
21,鉄火牛排巨城店,ORG
21,中央路,LOC
21,周五六,PERSON
21,今天,DATE
21,巨城樓,LOC
21,丹麥,GPE
21,四,CARDINAL
21,三,CARDINAL
21,四,CARDINAL
21,漢堡,GPE
21,鐵板麵,PRODUCT
21,兩,CARDINAL
21,兩,CARDINAL
22,大阪府,GPE
22,大阪市,GPE
22,大阪,GPE
22,大阪大樓,FAC
22,大阪,GPE
22,利木津巴士總站,FAC
22,第次,ORDINAL
22,ろはち,GPE
22,神戶,GPE
22,滋賀縣,GPE
22,ろはち,GPE
22,大阪,GPE
22,薛鐵支,PERSON
23,葉遠,PERSON
23,高雄市,GPE
23,日式,NORP
23,第次,ORDINAL
23,高雄,GPE
23,大魯閣草衙道,FAC
23,中午,TIME
23,兩,CARDINAL
23,高雄,GPE
23,第二,ORDINAL
23,年時,DATE
23,高雄大遠百,EVENT
23,第次,ORDINAL
23,大遠百新店,GPE
23,大遠百分店,FAC
23,日式,NORP
23,台灣,GPE
23,高雄大遠百分店,ORG
23,九,ORDINAL
23,兩,CARDINAL
23,安格斯,PERSON
23,四,CARDINAL
23,昆布湯,PERSON
23,今天,DATE
23,日式,NORP
23,台灣,GPE
23,日本人,GPE
23,二十幾,CARDINAL
23,烏龍麵,PRODUCT
23,今天,DATE
23,分鐘,TIME
23,舒康雞,PRODUCT
23,台灣,GPE
23,梅花,PERSON
23,台灣,GPE
23,兩,CARDINAL
23,這幾年來,DATE
23,冬天,DATE
24,台中牛排館中科店,FAC
24,台中市,GPE
24,西屯路,GPE
24,三段號,CARDINAL
24,中科,ORG
24,蒙古,GPE
24,今天,DATE
24,沙拉,PERSON
24,蒙古,NORP
24,雷雷,PERSON
25,桃園市中壢區,GPE
25,長春,GPE
25,六日,DATE
25,南崁,GPE
25,內壢,GPE
25,三百九十八元,MONEY
25,兩,CARDINAL
25,中華,NORP
25,中華,GPE
25,小美,ORG
26,十味,CARDINAL
26,竹北町,GPE
26,新竹縣竹北市,GPE
26,文信路號,FAC
26,周五周,DATE
26,四,CARDINAL
26,週六日,DATE
26,新店,GPE
26,今天,DATE
26,日式,NORP
26,竹北町,GPE
26,竹北,GPE
26,竹北,GPE
26,竹北,GPE
26,十,CARDINAL
26,昭和園,PERSON
26,竹北,GPE
26,昭和園竹北町,LOC
26,兩,CARDINAL
26,美國,GPE
26,兩,CARDINAL
26,兩,CARDINAL
26,兩,CARDINAL
26,四,CARDINAL
26,四,CARDINAL
26,日式,NORP
26,四,CARDINAL
26,冰淇淋,PRODUCT
26,冰淇淋,PRODUCT
26,冰淇淋,PRODUCT
26,四,CARDINAL
26,八,CARDINAL
26,四,CARDINAL
26,四,CARDINAL
26,日式,NORP
26,日,GPE
26,日式,GPE
26,俄羅斯,GPE
26,十味,CARDINAL
26,竹北町,GPE
26,周五周,DATE
26,四,CARDINAL
26,週六日,DATE
26,新竹縣竹北市,GPE
26,文信路號,FAC
26,○,CARDINAL
27,新北市新莊區,GPE
27,中正路,LOC
27,四,CARDINAL
27,週五,DATE
27,新莊,GPE
27,台,GPE
27,新莊捷運站,FAC
27,漢堡王,FAC
27,兩,CARDINAL
27,晚上九點,TIME
27,兩,CARDINAL
27,海陸,LOC
27,兩,CARDINAL
27,第次,ORDINAL
27,昆布湯,PERSON
27,兩,CARDINAL
27,日本,NORP
27,六種,CARDINAL
27,台灣,GPE
27,美國,GPE
27,新莊捷運站,FAC
27,五分鐘,TIME
27,台,GPE
28,咕咕咕嚕大安店,ORG
28,台北市,GPE
28,大安區大安路,LOC
28,上午晚上,TIME
28,昆布湯,PERSON
28,湯,PERSON
28,冰淇凌,PERSON
28,台灣人,NORP
28,美國,GPE
28,中午,TIME
28,四,CARDINAL
29,今天,DATE
29,文華東方酒店,FAC
29,台北五星級酒店,FAC
29,下午,TIME
29,文華,GPE
29,青隅貴婦人,NORP
29,今天,DATE
29,台北,GPE
29,歐洲,LOC
29,地中海,LOC
29,今天,DATE
29,北海道,GPE
29,三,CARDINAL
29,北港,GPE
29,四,CARDINAL
29,法拉利,ORG
29,畢卡索,PERSON
29,文華東方飯店,FAC
29,聖誕樹,PRODUCT
29,聖誕節,DATE
29,白天,TIME
29,南歐,LOC
29,梵谷,PERSON
29,文華,GPE
29,台北市,GPE
29,松山區,GPE
29,敦化北路,LOC
30,香港,GPE
30,香港,GPE
30,五星級,CARDINAL
30,香港,NORP
30,兩,CARDINAL
30,兩,CARDINAL
30,三萬,CARDINAL
30,南山,LOC
30,香港,GPE
30,香港,GPE
30,英文,LANGUAGE
30,晚上點,TIME
30,夏天,DATE
30,冬天,DATE
30,香港,GPE
30,香港,GPE
30,星期二,DATE
30,杯瑪格麗特,PERSON
30,墨西哥人,NORP
30,五星級,CARDINAL
30,公尺,QUANTITY
30,今天,DATE
30,今天,DATE
30,香港島,LOC
30,太平山,LOC
30,中環,FAC
30,灣仔,LOC
30,尖沙嘴天星碼頭,FAC
30,冬天,DATE
30,萬豪,ORG
30,香港,GPE
30,香港,GPE
30,香港,GPE
30,太平山,LOC
31,台北市,GPE
31,萬華區西寧南路,LOC
31,這兩年,DATE
31,台中,GPE
31,個禮拜,DATE
31,兩,CARDINAL
31,薄切厚切牛舌,WORK_OF_ART
31,安格斯,PERSON
31,當天,DATE
31,白蘭,PERSON
31,焦糖布蕾,PERSON
31,兩,CARDINAL
31,櫻花水信玄餅,PRODUCT
32,鵬天閣,PERSON
32,香港,GPE
32,日幣,MONEY
32,中華街,LOC
32,年月,DATE
32,新年,DATE
32,彰化,GPE
32,富山日本料理,EVENT
32,橫濱,GPE
32,鵬天閣,PERSON
32,農曆年,DATE
32,日華人,NORP
32,中華街,LOC
32,華人,NORP
32,過年時節,DATE
32,橫濱中華街,LOC
32,日本人,NORP
32,日本人,NORP
32,下午,TIME
32,鵬天閣,PERSON
32,四年,DATE
32,顏六色,PERSON
32,鵬天閣,PERSON
32,三,CARDINAL
32,日本,GPE
32,第二,ORDINAL
32,台灣,GPE
32,北海道,GPE
32,城陽,PERSON
32,台灣,GPE
32,台灣,GPE
32,今天,DATE
32,西式,NORP
32,中式,NORP
32,楊州,GPE
32,日,GPE
32,台灣人,NORP
32,台灣,GPE
32,日本,GPE
32,中華料理店,FAC
32,中華,NORP
32,日本化,NORP
32,中華,NORP
32,四川,GPE
32,日本,NORP
32,台灣,GPE
32,過年,DATE
32,鵬天閣,PERSON
32,中華,NORP
32,好幾年前,DATE
32,蓮香樓,FAC
32,橫濱中華街,LOC
32,日本,NORP
32,日本,NORP
32,早上,TIME
32,下午,TIME
33,家樂福苗栗店,ORG
33,苗栗市,GPE
33,國華路,LOC
33,家樂福,ORG
33,全年,DATE
33,家樂福,ORG
33,去年,DATE
33,過年,DATE
33,高麗,GPE
33,日式,NORP
33,乃瀧,PERSON
34,東京,GPE
34,杉並區,GPE
34,阿佐ヶ穀南,GPE
34,二,CARDINAL
34,夏多布里昂,PERSON
34,日文,LANGUAGE
34,九州,GPE
34,夏多布里昂,PERSON
34,夏多布里昂,PERSON
34,夏多布里昂,PERSON
35,阿君,PERSON
35,台中,GPE
35,三,CARDINAL
35,台中市,GPE
35,台灣大道二段,LOC
35,台中,GPE
35,三,CARDINAL
35,今天,DATE
35,台中廣,GPE
35,兩,CARDINAL
35,日式,NORP
35,美國,NORP
35,哈根達斯,ORG
35,冰淇淋,PRODUCT
35,台灣,GPE
35,蜂雪頌,PERSON
35,比利時,GPE
35,這天下午,TIME
35,台中,GPE
36,匯板橋店,ORG
36,新北市板橋區,GPE
36,中山路段號樓板橋,FAC
36,中山,GPE
36,周至周五~午,TIME
36,下午,TIME
36,下午,TIME
36,板橋小遠百樓,FAC
36,三,CARDINAL
36,中午,TIME
36,小時,TIME
36,今天,DATE
36,過年,DATE
36,過年期間,DATE
36,台北,GPE
36,統領百貨,FAC
36,高雄,GPE
36,五辛酒,PRODUCT
36,中島,PERSON
36,義大利麵,PRODUCT
36,日式,NORP
36,中式,GPE
36,中島,PERSON
36,中島,GPE
36,生菜沙拉,PERSON
36,泰式,NORP
36,北非,LOC
36,五顏六色,CARDINAL
36,青蘆筍洋芋佐辣根醬,PRODUCT
36,胡麻豆,PERSON
36,大馬士,GPE
36,蘋果蘆薈醋,PRODUCT
36,日式,NORP
36,中島,LOC
36,兩,CARDINAL
36,摩洛哥,GPE
36,百,CARDINAL
36,本日,DATE
36,三,CARDINAL
36,瑪格莉特披薩,PERSON
36,莫札瑞拉,ORG
36,兩,CARDINAL
36,法式,NORP
36,法式,GPE
36,杜蘭小麥粉,PRODUCT
36,巴薩米,PERSON
36,日式,NORP
36,台灣,GPE
36,日式,GPE
36,日式,GPE
36,日式,NORP
36,中式,GPE
36,兩,CARDINAL
36,三,CARDINAL
36,巴西,GPE
36,巴西,GPE
36,四,CARDINAL
36,巴西,GPE
36,中式,NORP
36,冰淇淋區,FAC
36,冰淇淋,PRODUCT
36,哈根,PERSON
36,莫凡彼,ORG
36,中式,GPE
36,西式,GPE
36,日式,NORP
36,義式法式,NORP
36,朵頤番,PERSON
36,今天,DATE
37,京都府,GPE
37,京都市,GPE
37,周~周五,DATE
37,週六日,DATE
37,京都,GPE
37,京都,GPE
37,原町,GPE
37,日本,GPE
37,日本,GPE
37,麥爸麥媽,PERSON
37,日本,GPE
37,京都,GPE
37,台灣,LOC
37,台灣,GPE
37,大阪,GPE
37,兩,CARDINAL
37,台灣,GPE
37,台灣話,LANGUAGE
37,日式,GPE
37,四,CARDINAL
37,第次,ORDINAL
37,英文,LANGUAGE
37,日文,LANGUAGE
37,中文,LANGUAGE
37,分鐘,TIME
37,前分鐘,TIME
37,日本,GPE
37,分鐘,TIME
37,前分鐘,TIME
37,孝親團,PERSON
37,りや,GPE
37,周~周五,DATE
37,週六日,DATE
37,京都市,GPE
37,七,ORDINAL
37,個月前,DATE
37,關西,GPE
37,京都,GPE
37,兩,CARDINAL
37,兩,CARDINAL
37,日本,GPE
37,分鐘,TIME
37,日本,GPE
37,第二天晚上,TIME
37,隔天,DATE
37,日本,GPE
37,孝親團,ORG
37,○,CARDINAL
38,新竹,GPE
38,中央路,LOC
38,新竹市,GPE
38,中央路,LOC
38,星期,DATE
38,星期日,DATE
38,樂軒集團,ORG
38,今天,DATE
38,哈利王,PERSON
38,新竹巨城,GPE
38,麥當勞,ORG
38,日式,NORP
38,紐西蘭,GPE
38,五分,TIME
39,瓦日式餐廳,ORG
39,平路號,FAC
39,兩,CARDINAL
39,日式,GPE
39,今天,DATE
39,日式,GPE
39,日,GPE
39,台南,GPE
39,廣島,GPE
39,廣島,GPE
39,廣島,GPE
39,廣島,GPE
39,培根,PERSON
39,兩,CARDINAL
39,日式,NORP
39,月底,DATE
39,瓦日式餐廳,ORG
39,莫凡彼哈根達斯,PRODUCT
39,大員皇冠假日酒店,FAC
39,瓦日式餐廳,ORG
40,櫻家,PERSON
40,青森県弘前市,GPE
40,中午,TIME
40,禮拜天,DATE
40,日本,GPE
40,青森弘,PERSON
40,蘋果,ORG
40,弘前城,LOC
40,櫻家,PERSON
40,津輕,GPE
40,東北弘前,DATE
40,第七天,DATE
40,六天,DATE
40,日本,NORP
40,櫻家,PERSON
40,這天,DATE
40,函館,GPE
40,中午,TIME
40,這天,DATE
40,蘋果公園,FAC
40,當晚,TIME
40,幾天,DATE
40,這天,DATE
40,蘋果公園,FAC
40,十,CARDINAL
40,陽台區,GPE
40,四,CARDINAL
40,午後點,TIME
40,個小時,TIME
40,明顯,PERSON
40,兩,CARDINAL
40,兩,CARDINAL
40,大蔥,PRODUCT
40,日本,NORP
40,日本,NORP
40,青森,GPE
40,兩,CARDINAL
40,三,CARDINAL
40,丸,PERSON
41,高雄市前金區,GPE
41,中華四路號,LOC
41,中午,TIME
41,高雄,GPE
41,兩,CARDINAL
41,六,CARDINAL
41,牛肉,WORK_OF_ART
41,安格斯,PERSON
41,沙朗,PERSON
41,兩,CARDINAL
41,四,CARDINAL
41,梅花豬,PERSON
41,安格斯牛,PERSON
41,沙朗牛肉,PRODUCT
41,牛肉,WORK_OF_ART
41,四,CARDINAL
42,台北市,GPE
42,信義區,GPE
42,松智路,LOC
42,年後,DATE
42,泰國,GPE
42,武漢肺炎風暴,EVENT
42,三,CARDINAL
42,雙鑽米,QUANTITY
42,紅藜麥米,PRODUCT
42,泰式,NORP
42,香檳,ORG
43,松江,GPE
43,南京,GPE
43,台北麻辣火鍋,PRODUCT
43,台北市,GPE
43,中山區松江路,LOC
43,全天,DATE
43,捷運南京松江站,FAC
43,分鐘,TIME
43,數十,CARDINAL
43,可口可樂,PRODUCT
43,哈根達斯,ORG
43,三,CARDINAL
43,美國,GPE
43,美國,GPE
43,美國,GPE
43,紐西蘭,GPE
43,美國,GPE
43,美國,GPE
43,紐西蘭,GPE
43,台灣,GPE
43,台灣,GPE
43,北海,PRODUCT
43,第二,ORDINAL
43,司布朗尼香檸金字塔,PRODUCT
43,台北,GPE
44,台中市,GPE
44,太平區,LOC
44,樹德路,FAC
44,二,ORDINAL
44,太平店,ORG
44,兩,CARDINAL
44,日本,NORP
44,明治冰淇淋,PRODUCT
44,讚岐烏龍麵王子麵,PRODUCT
44,梅花豬元,MONEY
44,春夏,DATE
44,泰式,NORP
44,美國,GPE
44,牛肉涮,WORK_OF_ART
44,日式,NORP
44,牛舌,WORK_OF_ART
44,日本,GPE
44,鹿兒島,LOC
44,百宴元,MONEY
44,清新森林系,ORG
45,日本,NORP
45,第滝,ORDINAL
45,北海道,GPE
45,登別市,GPE
45,晚上,TIME
45,四個小時半,TIME
45,年月,DATE
45,北海道,GPE
45,今年月,DATE
45,北海道,GPE
45,第天,DATE
45,第滝,ORDINAL
45,第滝,ORDINAL
45,多年,DATE
45,台灣,NORP
45,北海道,GPE
45,兩,CARDINAL
45,兩,CARDINAL
45,第滝,ORDINAL
45,北海道,GPE
45,日本,GPE
45,日本,NORP
45,北海道,GPE
45,北海道,GPE
45,三,CARDINAL
45,北海道,GPE
45,北海道,GPE
45,東京,GPE
45,北海道,GPE
45,北海道,GPE
45,北海道,GPE
45,北海道,GPE
45,莓果慕斯,PERSON
45,北海道,GPE
45,北海道,GPE
45,提拉米蘇,PERSON
45,北海道,GPE
45,晚上,TIME
46,高雄市前鎮區,GPE
46,中華五路號,FAC
46,漢神,ORG
46,東洲,GPE
46,屯京拉麵,PRODUCT
46,十,CARDINAL
46,湘式,PERSON
46,桂花蜜芋頭,PERSON
