name,class
heh,affect
hell,affect
hellish,affect
helper,affect
helpful,affect
helpfully,affect
helpfulness,affect
helping,affect
helpless,affect
helps,affect
hero,affect
hero's,affect
heroes,affect
heroic,affect
heroine,affect
heroism,affect
hesita,affect
hilarious,affect
hoho,affect
homesick,affect
honest,affect
honestly,affect
honesty,affect
honor,affect
honour,affect
hooray,affect
hope,affect
hoped,affect
hopeful,affect
hopefully,affect
hopeless,affect
hopes,affect
hoping,affect
horrible,affect
horribly,affect
horrid,affect
horror,affect
hostil,affect
hug,affect
hugg,affect
hugs,affect
humiliat,affect
humor,affect
humour,affect
hungover,affect
hurra,affect
hurt,affect
ideal,affect
idiot,affect
ignorable,affect
ignoramus,affect
ignorant,affect
ignore,affect
ignored,affect
ignores,affect
ignoring,affect
ily,affect
immoral,affect
impatien,affect
impersonal,affect
impolite,affect
importance,affect
important,affect
importantly,affect
impress,affect
improve,affect
improving,affect
inadequa,affect
incentive,affect
incompeten,affect
indecis,affect
ineffect,affect
inferior,affect
inferiority,affect
inhibit,affect
innocen,affect
insecur,affect
insincer,affect
inspir,affect
insult,affect
intellect,affect
intelligence,affect
intelligent,affect
interest,affect
interested,affect
interesting,affect
interests,affect
interrup,affect
intimidat,affect
invigor,affect
irrational,affect
irrita,affect
isolat,affect
jaded,affect
jealous,affect
jealousies,affect
jealously,affect
jealousy,affect
jerk,affect
jerked,affect
jerks,affect
joke,affect
joking,affect
jolly,affect
joy,affect
keen,affect
kidding,affect
kill,affect
kind,affect
kindly,affect
kindn,affect
kiss,affect
laidback,affect
lame,affect
lamely,affect
lameness,affect
lamer,affect
lamest,affect
laugh,affect
lazier,affect
laziest,affect
lazy,affect
legit,affect
liabilit,affect
liar,affect
libert,affect
lied,affect
lies,affect
to like,affect
(i) like,affect
(you) like,affect
(we) like,affect
(they) like,affect
(do) like,affect
(don't) like,affect
(did) like,affect
(didn't) like,affect
(will) like,affect
(won't) like,affect
(does) like,affect
(doesn't) like,affect
(did not) like,affect
(will not) like,affect
(do not) like,affect
(does not) like,affect
(would not) like,affect
(should not) like,affect
(could not) like,affect
(53) like,affect
likeab,affect
liked,affect
likes,affect
liking,affect
livel,affect
lmao,affect
lmfao,affect
lol,affect
lone,affect
lonelier,affect
loneliest,affect
loneliness,affect
lonely,affect
loner,affect
longing,affect
lose,affect
loser,affect
loses,affect
losing,affect
loss,affect
lost,affect
lous,affect
love,affect
loved,affect
loveless,affect
lovelier,affect
loveliest,affect
lovely,affect
lover,affect
loves,affect
loving,affect
low,affect
lower,affect
lowered,affect
lowering,affect
lowers,affect
lowest,affect
lowli,affect
lowly,affect
loyal,affect
loyalt,affect
luck,affect
lucked,affect
luckier,affect
luckiest,affect
luckily,affect
luckless,affect
lucky,affect
ludicrous,affect
luv,affect
lying,affect
mad,affect
maddening,affect
madder,affect
maddest,affect
magnific,affect
maniac,affect
masochis,affect
meaner,affect
meanest,affect
melanchol,affect
merit,affect
merr,affect
mess,affect
messier,affect
messiest,affect
messy,affect
miser,affect
miss,affect
missed,affect
misses,affect
missing,affect
mistak,affect
mock,affect
mocked,affect
mocker,affect
mocking,affect
mocks,affect
molest,affect
mooch,affect
mood,affect
moodi,affect
moods,affect
moody,affect
moron,affect
mourn,affect
murder,affect
nag,affect
nast,affect
neat,affect
neater,affect
neatest,affect
neatly,affect
neatness,affect
needy,affect
neglect,affect
nerd,affect
nervous,affect
nervously,affect
nervousness,affect
neurotic,affect
nice,affect
nicely,affect
niceness,affect
nicer,affect
nicest,affect
niceties,affect
nicety,affect
nightmar,affect
numbed,affect
numbing,affect
numbness,affect
numbs,affect
nurtur,affect
obnoxious,affect
obsess,affect
offence,affect
offend,affect
offense,affect
offenses,affect
offensive,affect
ok,affect
okay,affect
okayed,affect
okays,affect
okey,affect
oks,affect
open-minded,affect
openminded,affect
openness,affect
opportun,affect
optimal,affect
optimism,affect
optimistic,affect
original,affect
outgoing,affect
outrag,affect
overwhelm,affect
pain,affect
pained,affect
painf,affect
painl,affect
pains,affect
palatabl,affect
panic,affect
paradise,affect
paranoi,affect
partie,affect
party,affect
passion,affect
pathetic,affect
pathetically,affect
peace,affect
peaceful,affect
peacefully,affect
peacekeep,affect
peacemak,affect
peculiar,affect
perfect,affect
perfected,affect
perfecting,affect
perfection,affect
perfectly,affect
personal,affect
perv,affect
perver,affect
pervy,affect
pessimis,affect
pest,affect
petrif,affect
pettier,affect
pettiest,affect
petty,affect
phobi,affect
phony,affect
piss,affect
pitiable,affect
pitied,affect
pities,affect
pitiful,affect
pitifully,affect
pity,affect
play,affect
played,affect
playful,affect
playfully,affect
playfulness,affect
playing,affect
plays,affect
pleasant,affect
please,affect
pleasing,affect
pleasur,affect
poison,affect
polite,affect
politely,affect
poor,affect
poorer,affect
poorest,affect
poorly,affect
poorness,affect
popular,affect
populari,affect
positive,affect
positively,affect
positives,affect
positivi,affect
powerless,affect
prais,affect
precious,affect
prejudic,affect
pressur,affect
prettier,affect
prettiest,affect
pretty,affect
prick,affect
pride,affect
privileg,affect
prize,affect
problem,affect
profit,affect
promise,affect
promising,affect
protest,affect
protested,affect
protesting,affect
protests,affect
proud,affect
prouder,affect
proudest,affect
proudly,affect
puk,affect
punish,affect
pushy,affect
queas,affect
radian,affect
rage,affect
raging,affect
rancid,affect
rape,affect
raping,affect
rapist,affect
readiness,affect
ready,affect
reassur,affect
rebel,affect
reek,affect
regret,affect
reinvigor,affect
reject,affect
rejoice,affect
relax,affect
relief,affect
reliev,affect
reluctan,affect
remorse,affect
repress,affect
resent,affect
resign,affect
resolv,affect
respect,affect
respected,affect
respectful,affect
respectfully,affect
respecting,affect
restless,affect
revenge,affect
reward,affect
rich,affect
richer,affect
riches,affect
richest,affect
ridicul,affect
rigid,affect
rigidity,affect
rigidly,affect
risk,affect
rofl,affect
romanc,affect
romantic,affect
rotten,affect
rude,affect
rudely,affect
ruin,affect
sad,affect
sadder,affect
saddest,affect
sadly,affect
sadness,affect
safe,affect
safely,affect
safer,affect
safest,affect
safety,affect
sarcas,affect
satisf,affect
savage,affect
save,affect
scare,affect
scared,affect
scares,affect
scarier,affect
scariest,affect
scaring,affect
scary,affect
sceptic,affect
scream,affect
screw,affect
scrumptious,affect
secur,affect
selfish,affect
sentimental,affect
serious,affect
seriously,affect
seriousness,affect
severe,affect
sexy,affect
shake,affect
shaki,affect
shaky,affect
shame,affect
share,affect
shared,affect
shares,affect
sharing,affect
shit,affect
shock,affect
shook,affect
shy,affect
shyly,affect
shyness,affect
sick,affect
sicken,affect
sicker,affect
sickest,affect
sickly,affect
sigh,affect
sighed,affect
sighing,affect
sighs,affect
sillier,affect
silliest,affect
silly,affect
sin,affect
sincer,affect
sinister,affect
sins,affect
skeptic,affect
slut,affect
smart,affect
smarter,affect
smartest,affect
smartly,affect
smh,affect
smil,affect
smother,affect
smug,affect
snob,affect
sob,affect
sobbed,affect
sobbing,affect
sobs,affect
sociability,affect
sociable,affect
solemn,affect
sorrow,affect
sorry,affect
soulmate,affect
special,affect
spite,affect
splendid,affect
splendidly,affect
splendor,affect
stale,affect
stammer,affect
stank,affect
startl,affect
steal,affect
stench,affect
stink,affect
stinky,affect
strain,affect
strange,affect
strangest,affect
strength,affect
stress,affect
strong,affect
stronger,affect
strongest,affect
strongly,affect
struggl,affect
stubborn,affect
stunk,affect
stunned,affect
stuns,affect
stupid,affect
stupider,affect
stupidest,affect
stupidity,affect
stupidly,affect
stutter,affect
succeed,affect
success,affect
successes,affect
successful,affect
successfully,affect
suck,affect
sucked,affect
sucker,affect
sucks,affect
sucky,affect
suffer,affect
suffered,affect
sufferer,affect
suffering,affect
suffers,affect
sunnier,affect
sunniest,affect
sunny,affect
sunshin,affect
super,affect
superb,affect
superior,affect
superiority,affect
support,affect
supported,affect
supporter,affect
supporting,affect
supportive,affect
supports,affect
suprem,affect
sure,affect
surprise,affect
surprised,affect
surprising,affect
suspicio,affect
sweet,affect
sweeter,affect
sweetest,affect
sweetheart,affect
sweetie,affect
sweetly,affect
sweetness,affect
sweets,affect
talent,affect
tantrum,affect
tears,affect
teas,affect
tedious,affect
teehe,affect
temper,affect
tempers,affect
tender,affect
tenderly,affect
tense,affect
tensely,affect
tensing,affect
tension,affect
terrible,affect
terribly,affect
terrific,affect
terrifically,affect
terrified,affect
terrifies,affect
terrify,affect
terrifying,affect
terror,affect
thank,affect
thanked,affect
thankful,affect
thankfully,affect
thanking,affect
thanks,affect
thanx,affect
thief,affect
thiev,affect
thnx,affect
thoughtful,affect
threat,affect
thrill,affect
thx,affect
timid,affect
toleran,affect
tortur,affect
tough,affect
traged,affect
tragic,affect
tragically,affect
tranquil,affect
trauma,affect
treasur,affect
treat,affect
trembl,affect
trick,affect
tricked,affect
trickier,affect
trickiest,affect
tricks,affect
tricky,affect
trite,affect
triumph,affect
trivial,affect
troubl,affect
true,affect
truer,affect
truest,affect
truly,affect
trust,affect
trusted,affect
trusting,affect
trusts,affect
trustworthiness,affect
trustworthy,affect
trusty,affect
truth,affect
turmoil,affect
twitchy,affect
ty,affect
ugh,affect
uglier,affect
ugliest,affect
ugly,affect
unaccept,affect
unattractive,affect
uncertain,affect
uncomfortabl,affect
uncontrol,affect
undesir,affect
uneas,affect
unfair,affect
unfortunate,affect
unfriendly,affect
ungrateful,affect
unhapp,affect
unimportant,affect
unimpress,affect
unkind,affect
unlov,affect
unlucky,affect
unpleasant,affect
unprotected,affect
unsafe,affect
unsavory,affect
unsettl,affect
unsuccessful,affect
unsure,affect
unwelcom,affect
upbeat,affect
upset,affect
upsets,affect
upsetting,affect
uptight,affect
useful,affect
usefully,affect
usefulness,affect
useless,affect
uselessly,affect
uselessness,affect
vain,affect
valuabl,affect
value,affect
valued,affect
values,affect
valuing,affect
vanity,affect
vicious,affect
viciously,affect
viciousness,affect
victim,affect
vigor,affect
vigour,affect
vile,affect
villain,affect
violat,affect
violence,affect
violent,affect
violently,affect
virtue,affect
virtuo,affect
vital,affect
vomit,affect
vulnerab,affect
war,affect
warfare,affect
warm,affect
warmed,affect
warmer,affect
warmest,affect
warming,affect
warmly,affect
warms,affect
warmth,affect
warn,affect
warred,affect
warring,affect
wars,affect
weak,affect
weaken,affect
weakened,affect
weakening,affect
weakens,affect
weaker,affect
weakest,affect
weakling,affect
weakly,affect
wealth,affect
wealthier,affect
wealthiest,affect
wealthy,affect
weapon,affect
weary,affect
weep,affect
weird,affect
weirded,affect
weirder,affect
weirdest,affect
weirdly,affect
weirdness,affect
weirdo,affect
weirdos,affect
weirds,affect
welcom,affect
well,affect
wellbeing,affect
wellness,affect
wept,affect
whine,affect
whining,affect
whore,affect
wicked,affect
wickedly,affect
willing,affect
wimp,affect
win,affect
winn,affect
wins,affect
wisdom,affect
wise,affect
wisely,affect
wiser,affect
wisest,affect
witch,affect
woe,affect
won,affect
wonderful,affect
wonderfully,affect
worried,affect
worrier,affect
worries,affect
worry,affect
worrying,affect
worse,affect
worsen,affect
worsened,affect
worsening,affect
worsens,affect
worship,affect
worst,affect
worthless,affect
worthwhile,affect
wow,affect
wrong,affect
wrongdoing,affect
wronged,affect
wrongful,affect
wrongly,affect
wrongness,affect
wrongs,affect
yay,affect
yearn,affect
yell,affect
yelled,affect
yelling,affect
yells,affect
yuck,affect
yum,affect
yummy,affect
(:,positive
:),positive
accept,positive
accepta,positive
accepted,positive
accepting,positive
accepts,positive
active,positive
actively,positive
admir,positive
ador,positive
advantag,positive
adventur,positive
affection,positive
agree,positive
agreeable,positive
agreeableness,positive
agreeably,positive
agreed,positive
agreeing,positive
agreement,positive
agrees,positive
alright,positive
amaze,positive
amazing,positive
amazingly,positive
amor,positive
amus,positive
aok,positive
appreciat,positive
approv,positive
assur,positive
attract,positive
attracted,positive
attracting,positive
attraction,positive
attracts,positive
award,positive
awesome,positive
beautiful,positive
beautify,positive
beauty,positive
beloved,positive
benefic,positive
benefit,positive
benefits,positive
benefitt,positive
benevolen,positive
best,positive
bestest,positive
bestie,positive
besties,positive
better,positive
bless,positive
bliss,positive
bold,positive
bolder,positive
boldest,positive
boldly,positive
bonus,positive
brave,positive
braved,positive
braver,positive
bravery,positive
braves,positive
bravest,positive
bright,positive
brilliance,positive
brilliant,positive
brilliantly,positive
calm,positive
calmer,positive
calmest,positive
calming,positive
care,positive
cared,positive
carefree,positive
cares,positive
caring,positive
certain,positive
challeng,positive
champ,positive
charit,positive
charm,positive
cheer,positive
cheerful,positive
cheers,positive
cheery,positive
cherish,positive
chuckl,positive
clever,positive
comed,positive
comfort,positive
comfortable,positive
comfortably,positive
comforting,positive
comforts,positive
compassion,positive
compliment,positive
confidence,positive
confident,positive
confidently,positive
considerate,positive
contented,positive
contentment,positive
cool,positive
courag,positive
create,positive
created,positive
creates,positive
creating,positive
creation,positive
creations,positive
creative,positive
creativity,positive
credit,positive
cute,positive
cuter,positive
cutest,positive
cutie,positive
daring,positive
darlin,positive
dear,positive
dearly,positive
decent,positive
definitely,positive
delectabl,positive
delicate,positive
delicious,positive
deligh,positive
desir,positive
determina,positive
determined,positive
devot,positive
dignified,positive
dignifies,positive
dignifying,positive
dignity,positive
divin,positive
eager,positive
eagerly,positive
eagerness,positive
ease,positive
easier,positive
easiest,positive
easily,positive
easiness,positive
easing,positive
easy,positive
ecsta,positive
elegan,positive
encourag,positive
energ,positive
engag,positive
enjoy,positive
entertain,positive
enthus,positive
excel,positive
excelled,positive
excellence,positive
excellent,positive
excellently,positive
excelling,positive
excels,positive
excite,positive
excited,positive
excitedly,positive
excitement,positive
exciting,positive
fab,positive
fabulous,positive
fabulously,positive
fabulousness,positive
fair,positive
fairer,positive
fairest,positive
faith,positive
fantasi,positive
fantastic,positive
fantastical,positive
fantastically,positive
fantasy,positive
fav,positive
fave,positive
favor,positive
favoring,positive
favorite,positive
favors,positive
favour,positive
fearless,positive
festiv,positive
fiesta,positive
fine,positive
finer,positive
finest,positive
flatter,positive
flawless,positive
flexib,positive
flirt,positive
flirtatious,positive
flirting,positive
flirts,positive
flirty,positive
fond,positive
fondly,positive
fondness,positive
forgave,positive
forgiv,positive
fortunately,positive
free,positive
free-think,positive
freed,positive
freeing,positive
freely,positive
frees,positive
freethink,positive
fun,positive
funner,positive
funnest,positive
funnier,positive
funnies,positive
funniest,positive
funnily,positive
funniness,positive
funny,positive
genero,positive
gentle,positive
gentler,positive
gentlest,positive
gently,positive
giggl,positive
giver,positive
giving,positive
glad,positive
gladly,positive
glamor,positive
glamour,positive
glori,positive
glory,positive
good,positive
goodness,positive
gorgeous,positive
gorgeously,positive
gorgeousness,positive
grace,positive
graced,positive
graceful,positive
graces,positive
graci,positive
grand,positive
grande,positive
gratef,positive
grati,positive
great,positive
greater,positive
greatest,positive
greatness,positive
grin,positive
grinn,positive
grins,positive
ha,positive
hah,positive
haha,positive
handsome,positive
handsomely,positive
handsomest,positive
happier,positive
happiest,positive
happily,positive
happiness,positive
happy,positive
harmon,positive
heal,positive
healed,positive
healer,positive
healing,positive
heals,positive
healthy,positive
heartfelt,positive
heartwarm,positive
heaven,positive
heh,positive
helper,positive
helpful,positive
helpfully,positive
helpfulness,positive
helping,positive
helps,positive
hero,positive
hero's,positive
heroes,positive
heroic,positive
heroine,positive
heroism,positive
hilarious,positive
hoho,positive
honest,positive
honestly,positive
honesty,positive
honor,positive
honour,positive
hooray,positive
hope,positive
hoped,positive
hopeful,positive
hopefully,positive
hopes,positive
hoping,positive
hug,positive
hugg,positive
hugs,positive
humor,positive
humour,positive
hurra,positive
ideal,positive
ily,positive
importance,positive
important,positive
importantly,positive
impress,positive
improve,positive
improving,positive
incentive,positive
innocen,positive
inspir,positive
intellect,positive
intelligence,positive
intelligent,positive
interest,positive
interested,positive
interesting,positive
interests,positive
invigor,positive
joke,positive
joking,positive
jolly,positive
joy,positive
keen,positive
kidding,positive
kind,positive
kindly,positive
kindn,positive
kiss,positive
laidback,positive
laugh,positive
legit,positive
libert,positive
to like,positive
(i) like,positive
(you) like,positive
(we) like,positive
(they) like,positive
(do) like,positive
(don't) like,positive
(did) like,positive
(didn't) like,positive
(will) like,positive
(won't) like,positive
(does) like,positive
(doesn't) like,positive
(did not) like,positive
(will not) like,positive
(do not) like,positive
(does not) like,positive
(would not) like,positive
(should not) like,positive
(could not) like,positive
(53) like,positive
likeab,positive
liked,positive
likes,positive
liking,positive
livel,positive
lmao,positive
lmfao,positive
lol,positive
love,positive
loved,positive
lovelier,positive
loveliest,positive
lovely,positive
lover,positive
loves,positive
loving,positive
loyal,positive
loyalt,positive
luck,positive
lucked,positive
luckier,positive
luckiest,positive
luckily,positive
lucky,positive
luv,positive
magnific,positive
merit,positive
merr,positive
neat,positive
neater,positive
neatest,positive
neatness,positive
nice,positive
nicely,positive
niceness,positive
nicer,positive
nicest,positive
niceties,positive
nurtur,positive
ok,positive
okay,positive
okayed,positive
okays,positive
okey,positive
oks,positive
open-minded,positive
openminded,positive
openness,positive
opportun,positive
optimal,positive
optimism,positive
optimistic,positive
original,positive
outgoing,positive
paradise,positive
partie,positive
party,positive
passion,positive
peace,positive
peaceful,positive
peacefully,positive
peacekeep,positive
peacemak,positive
perfect,positive
perfected,positive
perfecting,positive
perfection,positive
perfectly,positive
play,positive
played,positive
playful,positive
playfully,positive
playfulness,positive
playing,positive
plays,positive
pleasant,positive
please,positive
pleasing,positive
pleasur,positive
polite,positive
politely,positive
popular,positive
populari,positive
positive,positive
positively,positive
positives,positive
positivi,positive
prais,positive
precious,positive
prettier,positive
prettiest,positive
pretty,positive
pride,positive
privileg,positive
prize,positive
profit,positive
promise,positive
promising,positive
proud,positive
prouder,positive
proudest,positive
proudly,positive
radian,positive
readiness,positive
ready,positive
reassur,positive
reinvigor,positive
rejoice,positive
relax,positive
relief,positive
reliev,positive
resolv,positive
respect,positive
respected,positive
respectful,positive
respectfully,positive
respecting,positive
reward,positive
rich,positive
richer,positive
riches,positive
richest,positive
rofl,positive
romanc,positive
romantic,positive
safe,positive
safely,positive
safer,positive
safest,positive
safety,positive
satisf,positive
save,positive
scrumptious,positive
secur,positive
sentimental,positive
sexy,positive
share,positive
shared,positive
shares,positive
sharing,positive
sillier,positive
silliest,positive
silly,positive
sincer,positive
smart,positive
smarter,positive
smartest,positive
smartly,positive
smil,positive
sociability,positive
sociable,positive
soulmate,positive
special,positive
splendid,positive
splendidly,positive
splendor,positive
strength,positive
strong,positive
stronger,positive
strongest,positive
strongly,positive
succeed,positive
success,positive
successes,positive
successful,positive
successfully,positive
sunnier,positive
sunniest,positive
sunny,positive
sunshin,positive
super,positive
superb,positive
superior,positive
support,positive
supported,positive
supporter,positive
supporting,positive
supportive,positive
supports,positive
suprem,positive
sure,positive
surprise,positive
surprised,positive
surprising,positive
sweet,positive
sweeter,positive
sweetest,positive
sweetheart,positive
sweetie,positive
sweetly,positive
sweetness,positive
sweets,positive
talent,positive
teehe,positive
tender,positive
tenderly,positive
terrific,positive
terrifically,positive
thank,positive
thanked,positive
thankful,positive
thankfully,positive
thanking,positive
thanks,positive
thanx,positive
thnx,positive
thoughtful,positive
thrill,positive
thx,positive
toleran,positive
tranquil,positive
treasur,positive
treat,positive
triumph,positive
true,positive
truer,positive
truest,positive
truly,positive
trust,positive
trusted,positive
trusting,positive
trusts,positive
trustworthiness,positive
trustworthy,positive
trusty,positive
truth,positive
ty,positive
upbeat,positive
useful,positive
usefully,positive
usefulness,positive
valuabl,positive
value,positive
valued,positive
values,positive
valuing,positive
vigor,positive
vigour,positive
virtue,positive
virtuo,positive
vital,positive
warm,positive
warmed,positive
warmer,positive
warmest,positive
warming,positive
warmly,positive
warms,positive
warmth,positive
wealth,positive
wealthier,positive
wealthiest,positive
wealthy,positive
welcom,positive
well,positive
wellbeing,positive
wellness,positive
win,positive
winn,positive
wins,positive
wisdom,positive
wise,positive
